PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
929,NA,3,"Cacic, Miss. Manda",female,21,0,0,315087,8.6625,,S
107,1,3,"Salkjelsvik, Miss. Anna Kristine",female,21,0,0,343120,7.65,,S
933,NA,1,"Franklin, Mr. Thomas Parham",male,NA,0,0,113778,26.55,D34,S
920,NA,1,"Brady, Mr. John Bertram",male,41,0,0,113054,30.5,A21,S
563,0,2,"Norman, Mr. Robert Douglas",male,28,0,0,218629,13.5,,S
575,0,3,"Rush, Mr. Alfred George John",male,16,0,0,A/4. 20589,8.05,,S
1122,NA,2,"Sweet, Mr. George Frederick",male,14,0,0,220845,65,,S
1293,NA,2,"Gale, Mr. Harry",male,38,1,0,28664,21,,S
1026,NA,3,"Dintcheff, Mr. Valtcho",male,43,0,0,349226,7.8958,,S
987,NA,3,"Tenglin, Mr. Gunnar Isidor",male,25,0,0,350033,7.7958,,S
216,1,1,"Newell, Miss. Madeleine",female,31,1,0,35273,113.275,D36,C
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,31.275,,S
807,0,1,"Andrews, Mr. Thomas Jr",male,39,0,0,112050,0,A36,S
500,0,3,"Svensson, Mr. Olof",male,24,0,0,350035,7.7958,,S
894,NA,2,"Myles, Mr. Thomas Francis",male,62,0,0,240276,9.6875,,Q
944,NA,2,"Hocking, Miss. Ellen Nellie""""",female,20,2,1,29105,23,,S
1291,NA,3,"Conlon, Mr. Thomas Henry",male,31,0,0,21332,7.7333,,Q
1130,NA,2,"Hiltunen, Miss. Marta",female,18,1,1,250650,13,,S
122,0,3,"Moore, Mr. Leonard Charles",male,NA,0,0,A4. 54510,8.05,,S
1115,NA,3,"Karlsson, Mr. Einar Gervasius",male,21,0,0,350053,7.7958,,S
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,NA,0,0,330919,7.8292,,Q
19,0,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,31,1,0,345763,18,,S
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41,0,0,16966,134.5,E40,C
976,NA,2,"Lamb, Mr. John Joseph",male,NA,0,0,240261,10.7083,,Q
932,NA,3,"Karun, Mr. Franz",male,39,0,1,349256,13.4167,,C
11,1,3,"Sandstrom, Miss. Marguerite Rut",female,4,1,1,PP 9549,16.7,G6,S
1045,NA,3,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",female,36,0,2,350405,12.1833,,S
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,NA,1,0,376564,16.1,,S
358,0,2,"Funk, Miss. Annie Clemmer",female,38,0,0,237671,13,,S
235,0,2,"Leyson, Mr. Robert William Norman",male,24,0,0,C.A. 29566,10.5,,S
966,NA,1,"Geiger, Miss. Amalie",female,35,0,0,113503,211.5,C130,C
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,345572,17.4,,S
946,NA,2,"Mangiavacchi, Mr. Serafino Emilio",male,NA,0,0,SC/A.3 2861,15.5792,,C
1083,NA,1,"Salomon, Mr. Abraham L",male,NA,0,0,111163,26,,S
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63,1,0,13502,77.9583,D7,S
192,0,2,"Carbines, Mr. William",male,19,0,0,28424,13,,S
1243,NA,2,"Stokes, Mr. Philip Joseph",male,25,0,0,F.C.C. 13540,10.5,,S
887,0,2,"Montvila, Rev. Juozas",male,27,0,0,211536,13,,S
33,1,3,"Glynn, Miss. Mary Agatha",female,NA,0,0,335677,7.75,,Q
896,NA,3,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",female,22,1,1,3101298,12.2875,,S
553,0,3,"O'Brien, Mr. Timothy",male,NA,0,0,330979,7.8292,,Q
658,0,3,"Bourke, Mrs. John (Catherine)",female,32,1,1,364849,15.5,,Q
726,0,3,"Oreskovic, Mr. Luka",male,20,0,0,315094,8.6625,,S
304,1,2,"Keane, Miss. Nora A",female,NA,0,0,226593,12.35,E101,Q
83,1,3,"McDermott, Miss. Brigdet Delia",female,NA,0,0,330932,7.7875,,Q
197,0,3,"Mernagh, Mr. Robert",male,NA,0,0,368703,7.75,,Q
1215,NA,1,"Rowe, Mr. Alfred G",male,33,0,0,113790,26.55,,S
45,1,3,"Devaney, Miss. Margaret Delia",female,19,0,0,330958,7.8792,,Q
691,1,1,"Dick, Mr. Albert Adrian",male,31,1,0,17474,57,B20,S
895,NA,3,"Wirz, Mr. Albert",male,27,0,0,315154,8.6625,,S
835,0,3,"Allum, Mr. Owen George",male,18,0,0,2223,8.3,,S
66,1,3,"Moubarek, Master. Gerios",male,NA,1,1,2661,15.2458,,C
1284,NA,3,"Abbott, Master. Eugene Joseph",male,13,0,2,C.A. 2673,20.25,,S
923,NA,2,"Jefferys, Mr. Clifford Thomas",male,24,2,0,C.A. 31029,31.5,,S
724,0,2,"Hodges, Mr. Henry Price",male,50,0,0,250643,13,,S
1260,NA,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",female,45,0,1,112378,59.4,,C
115,0,3,"Attalah, Miss. Malake",female,17,0,0,2627,14.4583,,C
1108,NA,3,"Mahon, Miss. Bridget Delia",female,NA,0,0,330924,7.8792,,Q
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6,0,1,248727,33,,S
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,,Q
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22,1,2,SC/Paris 2123,41.5792,,C
900,NA,3,"Abrahim, Mrs. Joseph (Sophie Halaut Easu)",female,18,0,0,2657,7.2292,,C
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62,0,0,113572,80,B28,
996,NA,3,"Thomas, Mrs. Alexander (Thamine Thelma"")""",female,16,1,1,2625,8.5167,,C
207,0,3,"Backstrom, Mr. Karl Alfred",male,32,1,0,3101278,15.85,,S
209,1,3,"Carr, Miss. Helen ""Ellen""",female,16,0,0,367231,7.75,,Q
962,NA,3,"Mulvihill, Miss. Bertha E",female,24,0,0,382653,7.75,,Q
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,0,0,PC 17482,49.5042,C90,C
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50,0,1,230433,26,,S
1061,NA,3,"Hellstrom, Miss. Hilda Maria",female,22,0,0,7548,8.9625,,S
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22,1,0,113776,66.6,C2,S
