PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38,1,0,19943,90,C93,S
1095,NA,2,"Quick, Miss. Winifred Vera",female,8,1,1,26360,26,,S
926,NA,1,"Mock, Mr. Philipp Edmund",male,30,1,0,13236,57.75,C78,C
286,0,3,"Stankovic, Mr. Ivan",male,33,0,0,349239,8.6625,,C
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,1,0,11755,39.6,A16,C
1135,NA,3,"Hyman, Mr. Abraham",male,NA,0,0,3470,7.8875,,S
129,1,3,"Peter, Miss. Anna",female,NA,1,1,2668,22.3583,F E69,C
100,0,2,"Kantor, Mr. Sinai",male,34,1,0,244367,26,,S
564,0,3,"Simmons, Mr. John",male,NA,0,0,SOTON/OQ 392082,8.05,,S
851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,347082,31.275,,S
243,0,2,"Coleridge, Mr. Reginald Charles",male,29,0,0,W./C. 14263,10.5,,S
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,NA,1,0,17464,51.8625,D21,S
949,NA,3,"Abelseth, Mr. Olaus Jorgensen",male,25,0,0,348122,7.65,F G63,S
1241,NA,2,"Walcroft, Miss. Nellie",female,31,0,0,F.C.C. 13528,21,,S
986,NA,1,"Birnbaum, Mr. Jakob",male,25,0,0,13905,26,,C
1041,NA,2,"Lahtinen, Rev. William",male,30,1,1,250651,26,,S
1163,NA,3,"Fox, Mr. Patrick",male,NA,0,0,368573,7.75,,Q
840,1,1,"Marechal, Mr. Pierre",male,NA,0,0,11774,29.7,C47,C
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,NA,1,0,367230,15.5,,Q
220,0,2,"Harris, Mr. Walter",male,30,0,0,W/C 14208,10.5,,S
550,1,2,"Davies, Master. John Morgan Jr",male,8,1,1,C.A. 33112,36.75,,S
515,0,3,"Coleff, Mr. Satio",male,24,0,0,349209,7.4958,,S
